season,week,season_type,player_id,team,player_name,player_display_name,position,position_group,headshot_url,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_att,gwfg_distance,gwfg_made,gwfg_missed,gwfg_blocked
2024,9,REG,00-0039172,DET,J.Bates,Jake Bates,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wwhwkfwt2t6ehdwrzofn",1,1,0,0,27,1,0,1,0,0,0,0,0,0,0,0,0,0,27,,,27,0,0,3,3,0,0,1,0,,,,
2024,10,REG,00-0039172,DET,J.Bates,Jake Bates,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wwhwkfwt2t6ehdwrzofn",2,2,0,0,58,1,0,0,0,0,2,0,0,0,0,0,0,0,58;52,,,110,0,0,2,2,0,0,1,1,52,1,0,0
2024,11,REG,00-0039172,DET,J.Bates,Jake Bates,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wwhwkfwt2t6ehdwrzofn",1,1,0,0,54,1,0,0,0,0,1,0,0,0,0,0,0,0,54,,,54,0,0,7,7,0,0,1,0,,,,
2024,12,REG,00-0039172,DET,J.Bates,Jake Bates,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wwhwkfwt2t6ehdwrzofn",1,1,0,0,56,1,0,0,0,0,1,0,0,0,0,0,0,0,56,,,56,0,0,3,3,0,0,1,0,,,,
2024,1,REG,00-0039404,MIN,W.Reichard,Will Reichard,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gqze1hxxsmgeynkta5kt",,0,,,,,,,,,,,,,,,,,,,,,,,4,4,0,0,1,0,,,,
2024,2,REG,00-0039404,MIN,W.Reichard,Will Reichard,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gqze1hxxsmgeynkta5kt",3,3,0,0,39,1,0,2,1,0,0,0,0,0,0,0,0,0,22;39;27,,,88,0,0,2,2,0,0,1,0,,,,
2024,3,REG,00-0039404,MIN,W.Reichard,Will Reichard,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gqze1hxxsmgeynkta5kt",2,2,0,0,58,1,0,0,1,0,1,0,0,0,0,0,0,0,35;58,,,93,0,0,4,4,0,0,1,0,,,,
2024,4,REG,00-0039404,MIN,W.Reichard,Will Reichard,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gqze1hxxsmgeynkta5kt",1,1,0,0,33,1,0,0,1,0,0,0,0,0,0,0,0,0,33,,,33,0,0,4,4,0,0,1,0,,,,
2024,5,REG,00-0039404,MIN,W.Reichard,Will Reichard,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gqze1hxxsmgeynkta5kt",3,3,0,0,54,1,0,0,0,1,2,0,0,0,0,0,0,0,54;53;41,,,148,0,0,2,2,0,0,1,0,,,,
2024,7,REG,00-0039404,MIN,W.Reichard,Will Reichard,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gqze1hxxsmgeynkta5kt",3,3,0,0,57,1,0,0,0,2,1,0,0,0,0,0,0,0,57;42;48,,,147,0,0,2,2,0,0,1,0,,,,
2024,8,REG,00-0039404,MIN,W.Reichard,Will Reichard,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gqze1hxxsmgeynkta5kt",2,2,0,0,35,1,0,1,1,0,0,0,0,0,0,0,0,0,23;35,,,58,0,0,2,2,0,0,1,0,,,,
2024,9,REG,00-0039404,MIN,W.Reichard,Will Reichard,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gqze1hxxsmgeynkta5kt",0,2,2,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,,53;31,,0,84,0,3,3,0,0,1,0,,,,
2024,1,REG,00-0039409,JAX,C.Little,Cam Little,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcgjheykurjmfzwc5uyb",1,1,0,0,53,1,0,0,0,0,1,0,0,0,0,0,0,0,53,,,53,0,0,2,2,0,0,1,0,,,,
2024,2,REG,00-0039409,JAX,C.Little,Cam Little,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcgjheykurjmfzwc5uyb",2,3,1,0,25,0.667,0,2,0,0,0,0,0,0,0,1,0,0,22;25,43,,47,43,0,1,1,0,0,1,0,,,,
2024,3,REG,00-0039409,JAX,C.Little,Cam Little,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcgjheykurjmfzwc5uyb",1,1,0,0,41,1,0,0,0,1,0,0,0,0,0,0,0,0,41,,,41,0,0,1,1,0,0,1,0,,,,
2024,4,REG,00-0039409,JAX,C.Little,Cam Little,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcgjheykurjmfzwc5uyb",2,2,0,0,52,1,0,0,0,1,1,0,0,0,0,0,0,0,41;52,,,93,0,0,2,2,0,0,1,0,,,,
2024,5,REG,00-0039409,JAX,C.Little,Cam Little,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcgjheykurjmfzwc5uyb",3,3,0,0,49,1,0,1,1,1,0,0,0,0,0,0,0,0,23;30;49,,,102,0,0,4,4,0,0,1,1,49,1,0,0
2024,6,REG,00-0039409,JAX,C.Little,Cam Little,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcgjheykurjmfzwc5uyb",1,1,0,0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,30,,,30,0,0,1,1,0,0,1,0,,,,
2024,7,REG,00-0039409,JAX,C.Little,Cam Little,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcgjheykurjmfzwc5uyb",1,1,0,0,21,1,0,1,0,0,0,0,0,0,0,0,0,0,21,,,21,0,0,3,3,0,0,1,0,,,,
2024,8,REG,00-0039409,JAX,C.Little,Cam Little,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcgjheykurjmfzwc5uyb",2,2,0,0,47,1,0,0,1,1,0,0,0,0,0,0,0,0,39;47,,,86,0,0,3,3,0,0,1,0,,,,
2024,9,REG,00-0039409,JAX,C.Little,Cam Little,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcgjheykurjmfzwc5uyb",,0,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,,,,
2024,10,REG,00-0039409,JAX,C.Little,Cam Little,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcgjheykurjmfzwc5uyb",,0,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,,,,
2024,11,REG,00-0039409,JAX,C.Little,Cam Little,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcgjheykurjmfzwc5uyb",2,2,0,0,59,1,0,0,1,0,1,0,0,0,0,0,0,0,59;35,,,94,0,0,,0,,,,0,,,,
2024,1,REG,00-0039576,IND,S.Shrader,Spencer Shrader,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/upp3pqputetd0coa07ms",,0,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,1,0,,,,
2024,10,REG,00-0039576,NYJ,S.Shrader,Spencer Shrader,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/upp3pqputetd0coa07ms",2,2,0,0,45,1,0,1,0,1,0,0,0,0,0,0,0,0,25;45,,,70,0,0,,0,,,,0,,,,
2024,11,REG,00-0039576,KC,S.Shrader,Spencer Shrader,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/upp3pqputetd0coa07ms",,0,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,1,0,,,,
2024,12,REG,00-0039576,KC,S.Shrader,Spencer Shrader,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/upp3pqputetd0coa07ms",3,3,0,0,41,1,0,1,1,1,0,0,0,0,0,0,0,0,25;41;31,,,97,0,0,3,3,0,0,1,1,31,1,0,0
2024,1,REG,00-0039649,GB,B.Narveson,Brayden Narveson,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pqzbcchxxgyks1wphxaq",3,4,1,0,31,0.75,0,2,1,0,0,0,0,0,0,1,0,0,31;23;26,43,,80,43,0,2,2,0,0,1,0,,,,
2024,2,REG,00-0039649,GB,B.Narveson,Brayden Narveson,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pqzbcchxxgyks1wphxaq",3,4,1,0,46,0.75,0,0,1,2,0,0,0,0,0,1,0,0,46;42;34,45,,122,45,0,1,1,0,0,1,0,,,,
2024,3,REG,00-0039649,GB,B.Narveson,Brayden Narveson,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pqzbcchxxgyks1wphxaq",3,3,0,0,47,1,0,2,0,1,0,0,0,0,0,0,0,0,21;26;47,,,94,0,0,3,3,0,0,1,0,,,,
2024,4,REG,00-0039649,GB,B.Narveson,Brayden Narveson,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pqzbcchxxgyks1wphxaq",0,2,2,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,,37;49,,0,86,0,3,3,0,0,1,0,,,,
2024,5,REG,00-0039649,GB,B.Narveson,Brayden Narveson,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pqzbcchxxgyks1wphxaq",1,1,0,0,46,1,0,0,0,1,0,0,0,0,0,0,0,0,46,,,46,0,0,3,3,0,0,1,0,,,,
2024,6,REG,00-0039649,GB,B.Narveson,Brayden Narveson,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pqzbcchxxgyks1wphxaq",2,3,1,0,41,0.667,0,0,1,1,0,0,0,0,0,1,0,0,36;41,44,,77,44,0,4,4,0,0,1,0,,,,
2024,1,REG,00-0039750,LA,J.Karty,Joshua Karty,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jonvaqobynhlhjnxcato",2,2,0,0,41,1,0,1,0,1,0,0,0,0,0,0,0,0,41;26,,,67,0,0,2,2,0,0,1,0,,,,
2024,2,REG,00-0039750,LA,J.Karty,Joshua Karty,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jonvaqobynhlhjnxcato",1,1,0,0,29,1,0,1,0,0,0,0,0,0,0,0,0,0,29,,,29,0,0,1,1,0,0,1,0,,,,
2024,3,REG,00-0039750,LA,J.Karty,Joshua Karty,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jonvaqobynhlhjnxcato",2,2,0,0,37,1,0,0,2,0,0,0,0,0,0,0,0,0,33;37,,,70,0,0,3,3,0,0,1,1,37,1,0,0
2024,4,REG,00-0039750,LA,J.Karty,Joshua Karty,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jonvaqobynhlhjnxcato",4,5,1,0,52,0.8,0,1,1,1,1,0,0,0,0,1,0,0,46;37;25;52,43,,160,43,0,,0,,,,0,,,,
2024,5,REG,00-0039750,LA,J.Karty,Joshua Karty,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jonvaqobynhlhjnxcato",,0,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0.5,0,,,,
2024,7,REG,00-0039750,LA,J.Karty,Joshua Karty,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jonvaqobynhlhjnxcato",0,1,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,,35,,0,35,0,2,3,1,0,0.667,0,,,,
2024,8,REG,00-0039750,LA,J.Karty,Joshua Karty,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jonvaqobynhlhjnxcato",,0,,,,,,,,,,,,,,,,,,,,,,,4,4,0,0,1,0,,,,
2024,9,REG,00-0039750,LA,J.Karty,Joshua Karty,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jonvaqobynhlhjnxcato",2,2,0,0,38,1,0,1,1,0,0,0,0,0,0,0,0,0,38;21,,,59,0,0,2,2,0,0,1,0,,,,
2024,10,REG,00-0039750,LA,J.Karty,Joshua Karty,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jonvaqobynhlhjnxcato",5,6,1,0,55,0.833,0,1,2,0,2,0,0,0,0,0,1,0,34;55;53;22;31,57,,195,57,0,,0,,,,0,,,,
2024,11,REG,00-0039750,LA,J.Karty,Joshua Karty,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jonvaqobynhlhjnxcato",0,1,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,26,,0,26,0,4,4,0,0,1,0,,,,
2024,12,REG,00-0039750,LA,J.Karty,Joshua Karty,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jonvaqobynhlhjnxcato",0,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,47,,0,47,0,2,2,0,0,1,0,,,,
2024,9,REG,00-0039934,NYG,J.McAtamney,Jude McAtamney,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dnfozohrf4kvgfnuuyfr",1,1,0,0,31,1,0,0,1,0,0,0,0,0,0,0,0,0,31,,,31,0,0,1,1,0,0,1,0,,,,
